steps_today,avg_last_7_days,days_goal_reached_last_7,trend,recommendation_type
13798,8723,6,5075,HOME_WORKOUT
9276,7096,2,2180,HOME_WORKOUT
999,10691,5,-9692,LIGHT_WALK
13864,8003,0,5861,HOME_WORKOUT
2962,13027,5,-10065,LIGHT_WALK
1509,2055,4,-546,LIGHT_WALK
1283,5806,2,-4523,LIGHT_WALK
7889,3722,7,4167,HOME_WORKOUT
4509,3995,3,514,MODERATE_WALK
14804,9389,2,5415,HOME_WORKOUT
13401,8277,2,5124,HOME_WORKOUT
12013,6703,0,5310,HOME_WORKOUT
11851,2097,1,9754,HOME_WORKOUT
11165,3186,3,7979,HOME_WORKOUT
7479,2423,2,5056,HOME_WORKOUT
1709,3332,0,-1623,LIGHT_WALK
4927,11172,7,-6245,LIGHT_WALK
2080,13029,6,-10949,LIGHT_WALK
2475,2535,1,-60,LIGHT_WALK
9176,7765,1,1411,HOME_WORKOUT
11290,10116,6,1174,RECOVERY_DAY
3037,4115,0,-1078,MODERATE_WALK
10100,12206,6,-2106,RECOVERY_DAY
2541,9610,4,-7069,LIGHT_WALK
12700,11077,4,1623,HOME_WORKOUT
13732,6750,4,6982,HOME_WORKOUT
14341,4647,0,9694,HOME_WORKOUT
13822,10661,3,3161,HOME_WORKOUT
11733,13510,5,-1777,RECOVERY_DAY
14757,7200,5,7557,HOME_WORKOUT
7701,10720,3,-3019,HOME_WORKOUT
4500,5971,7,-1471,MODERATE_WALK
5311,5941,2,-630,MODERATE_WALK
13321,9086,3,4235,HOME_WORKOUT
2891,6731,6,-3840,LIGHT_WALK
1175,6719,5,-5544,LIGHT_WALK
4281,13375,1,-9094,LIGHT_WALK
6031,2268,3,3763,MODERATE_WALK
14862,11899,2,2963,HOME_WORKOUT
13901,9933,4,3968,HOME_WORKOUT
7198,6668,6,530,HOME_WORKOUT
14219,7795,3,6424,HOME_WORKOUT
11957,12189,7,-232,RECOVERY_DAY
10814,1331,1,9483,HOME_WORKOUT
3554,7392,1,-3838,LIGHT_WALK
14858,13442,2,1416,HOME_WORKOUT
1441,6310,4,-4869,LIGHT_WALK
7086,2639,4,4447,HOME_WORKOUT
12521,11508,5,1013,RECOVERY_DAY
2116,4593,7,-2477,LIGHT_WALK
9400,7591,0,1809,HOME_WORKOUT
5524,4409,2,1115,MODERATE_WALK
7571,12176,4,-4605,HOME_WORKOUT
1942,2282,5,-340,LIGHT_WALK
7200,4881,2,2319,HOME_WORKOUT
5751,9614,2,-3863,LIGHT_WALK
14087,3032,5,11055,HOME_WORKOUT
13385,4352,2,9033,HOME_WORKOUT
14817,5815,4,9002,HOME_WORKOUT
3200,5829,7,-2629,LIGHT_WALK
3934,1871,1,2063,MODERATE_WALK
3871,12949,7,-9078,LIGHT_WALK
14537,8592,7,5945,HOME_WORKOUT
8366,11304,6,-2938,RECOVERY_DAY
10242,10207,2,35,HOME_WORKOUT
10831,4695,4,6136,HOME_WORKOUT
14740,1609,3,13131,HOME_WORKOUT
1116,3385,5,-2269,LIGHT_WALK
11652,6041,1,5611,HOME_WORKOUT
6100,10123,3,-4023,LIGHT_WALK
12228,12511,2,-283,HOME_WORKOUT
2287,4768,7,-2481,LIGHT_WALK
2083,12846,3,-10763,LIGHT_WALK
5196,3130,0,2066,MODERATE_WALK
7232,4371,4,2861,HOME_WORKOUT
1570,6576,5,-5006,LIGHT_WALK
591,10731,3,-10140,LIGHT_WALK
5376,4403,7,973,MODERATE_WALK
4925,4454,5,471,MODERATE_WALK
8318,3847,0,4471,HOME_WORKOUT
7361,11829,3,-4468,HOME_WORKOUT
1395,11850,6,-10455,LIGHT_WALK
9054,4179,3,4875,HOME_WORKOUT
14653,1473,1,13180,HOME_WORKOUT
12691,5151,0,7540,HOME_WORKOUT
7816,9495,4,-1679,HOME_WORKOUT
14555,13666,2,889,HOME_WORKOUT
4625,3351,5,1274,MODERATE_WALK
9919,6822,1,3097,HOME_WORKOUT
1565,13213,6,-11648,LIGHT_WALK
13666,1732,4,11934,HOME_WORKOUT
7347,2966,4,4381,HOME_WORKOUT
10873,12782,4,-1909,HOME_WORKOUT
8035,10617,3,-2582,HOME_WORKOUT
13729,11212,0,2517,HOME_WORKOUT
3400,7910,4,-4510,LIGHT_WALK
3044,11986,2,-8942,LIGHT_WALK
2819,11811,1,-8992,LIGHT_WALK
12686,9444,5,3242,RECOVERY_DAY
5263,1836,5,3427,MODERATE_WALK
14101,1140,2,12961,HOME_WORKOUT
10326,3754,2,6572,HOME_WORKOUT
9548,10227,0,-679,HOME_WORKOUT
4003,13309,5,-9306,LIGHT_WALK
4234,2721,7,1513,MODERATE_WALK
8773,12126,6,-3353,RECOVERY_DAY
9658,13258,3,-3600,HOME_WORKOUT
1111,6078,6,-4967,LIGHT_WALK
3274,1240,0,2034,MODERATE_WALK
746,13573,2,-12827,LIGHT_WALK
8251,5165,4,3086,HOME_WORKOUT
6852,7772,3,-920,MODERATE_WALK
4900,4581,6,319,MODERATE_WALK
10312,1063,0,9249,HOME_WORKOUT
9893,8714,5,1179,HOME_WORKOUT
14239,1093,5,13146,HOME_WORKOUT
2123,6927,3,-4804,LIGHT_WALK
5258,3275,3,1983,MODERATE_WALK
11298,7767,4,3531,HOME_WORKOUT
7556,2239,0,5317,HOME_WORKOUT
3220,10837,2,-7617,LIGHT_WALK
12551,6397,7,6154,HOME_WORKOUT
12188,6154,3,6034,HOME_WORKOUT
10826,2781,0,8045,HOME_WORKOUT
1508,3496,7,-1988,LIGHT_WALK
5176,13513,3,-8337,LIGHT_WALK
10896,11225,6,-329,RECOVERY_DAY
14487,3163,0,11324,HOME_WORKOUT
2624,1921,4,703,LIGHT_WALK
4221,8066,0,-3845,LIGHT_WALK
13895,11681,3,2214,HOME_WORKOUT
11129,11062,3,67,HOME_WORKOUT
9270,9569,3,-299,HOME_WORKOUT
8957,12506,1,-3549,HOME_WORKOUT
6453,9804,5,-3351,LIGHT_WALK
3547,9313,3,-5766,LIGHT_WALK
12951,6553,5,6398,HOME_WORKOUT
4623,3819,4,804,MODERATE_WALK
13840,2499,4,11341,HOME_WORKOUT
2664,6516,7,-3852,LIGHT_WALK
14647,11131,3,3516,HOME_WORKOUT
13624,7848,6,5776,HOME_WORKOUT
11468,3361,6,8107,HOME_WORKOUT
14520,10265,1,4255,HOME_WORKOUT
3906,13392,4,-9486,LIGHT_WALK
1114,13492,1,-12378,LIGHT_WALK
14297,7376,4,6921,HOME_WORKOUT
12410,13882,2,-1472,HOME_WORKOUT
1136,9755,7,-8619,LIGHT_WALK
7804,10721,0,-2917,HOME_WORKOUT
6037,9541,3,-3504,LIGHT_WALK
12541,3261,4,9280,HOME_WORKOUT
14837,12209,6,2628,RECOVERY_DAY
900,8314,0,-7414,LIGHT_WALK
9510,7093,6,2417,HOME_WORKOUT
7103,8897,1,-1794,HOME_WORKOUT
2980,6614,6,-3634,LIGHT_WALK
6772,12191,3,-5419,LIGHT_WALK
6540,13801,5,-7261,LIGHT_WALK
6341,11474,6,-5133,LIGHT_WALK
627,1145,3,-518,LIGHT_WALK
6962,11689,0,-4727,LIGHT_WALK
6407,2421,5,3986,MODERATE_WALK
13885,13982,2,-97,HOME_WORKOUT
9960,13562,7,-3602,RECOVERY_DAY
8609,1934,1,6675,HOME_WORKOUT
13869,3724,5,10145,HOME_WORKOUT
11373,7776,4,3597,HOME_WORKOUT
2453,7717,7,-5264,LIGHT_WALK
5382,11695,7,-6313,LIGHT_WALK
5993,8210,5,-2217,LIGHT_WALK
9158,13519,4,-4361,HOME_WORKOUT
5583,13736,6,-8153,LIGHT_WALK
10400,8785,1,1615,HOME_WORKOUT
14238,2951,0,11287,HOME_WORKOUT
8824,2075,3,6749,HOME_WORKOUT
12240,11767,4,473,HOME_WORKOUT
10137,3762,7,6375,HOME_WORKOUT
4814,1325,1,3489,MODERATE_WALK
12286,13940,1,-1654,HOME_WORKOUT
1586,3878,5,-2292,LIGHT_WALK
5840,10637,5,-4797,LIGHT_WALK
9028,11772,0,-2744,HOME_WORKOUT
12190,2511,2,9679,HOME_WORKOUT
11670,6242,0,5428,HOME_WORKOUT
532,8715,3,-8183,LIGHT_WALK
8195,4584,1,3611,HOME_WORKOUT
10091,4394,3,5697,HOME_WORKOUT
12920,3311,2,9609,HOME_WORKOUT
4085,2345,0,1740,MODERATE_WALK
9215,3806,7,5409,HOME_WORKOUT
1353,4495,5,-3142,LIGHT_WALK
14249,5083,0,9166,HOME_WORKOUT
9021,5941,3,3080,HOME_WORKOUT
1591,10576,7,-8985,LIGHT_WALK
12360,3947,4,8413,HOME_WORKOUT
13294,13397,5,-103,RECOVERY_DAY
8200,1423,5,6777,HOME_WORKOUT
740,8352,4,-7612,LIGHT_WALK
11533,3869,1,7664,HOME_WORKOUT
11721,6379,2,5342,HOME_WORKOUT
4375,13300,5,-8925,LIGHT_WALK
9722,10781,4,-1059,HOME_WORKOUT
7676,11587,4,-3911,HOME_WORKOUT
6490,8169,1,-1679,LIGHT_WALK
2551,11197,4,-8646,LIGHT_WALK
14448,13729,5,719,RECOVERY_DAY
10515,9196,6,1319,RECOVERY_DAY
12677,2236,6,10441,HOME_WORKOUT
2913,3572,4,-659,LIGHT_WALK
10448,11677,2,-1229,HOME_WORKOUT
14237,13809,0,428,HOME_WORKOUT
11701,8649,4,3052,HOME_WORKOUT
12835,6448,1,6387,HOME_WORKOUT
11646,13840,5,-2194,RECOVERY_DAY
3883,11427,5,-7544,LIGHT_WALK
3512,4812,3,-1300,MODERATE_WALK
938,10330,6,-9392,LIGHT_WALK
12581,4179,1,8402,HOME_WORKOUT
14674,8277,2,6397,HOME_WORKOUT
5817,3833,3,1984,MODERATE_WALK
9248,9241,6,7,RECOVERY_DAY
5352,10131,0,-4779,LIGHT_WALK
5500,7351,5,-1851,LIGHT_WALK
6748,6117,5,631,MODERATE_WALK
10862,8404,6,2458,HOME_WORKOUT
11459,11270,1,189,HOME_WORKOUT
3316,13231,1,-9915,LIGHT_WALK
10453,5293,1,5160,HOME_WORKOUT
3631,5230,2,-1599,LIGHT_WALK
11660,6215,1,5445,HOME_WORKOUT
11394,9989,1,1405,HOME_WORKOUT
8639,1848,3,6791,HOME_WORKOUT
11219,9934,5,1285,RECOVERY_DAY
5037,5758,0,-721,MODERATE_WALK
1268,9353,1,-8085,LIGHT_WALK
12549,12980,3,-431,HOME_WORKOUT
4914,6330,5,-1416,MODERATE_WALK
8041,4863,2,3178,HOME_WORKOUT
10728,11905,1,-1177,HOME_WORKOUT
7204,5194,4,2010,HOME_WORKOUT
1879,9179,7,-7300,LIGHT_WALK
14875,1034,5,13841,HOME_WORKOUT
3747,12530,6,-8783,LIGHT_WALK
11385,6139,0,5246,HOME_WORKOUT
12275,7581,5,4694,HOME_WORKOUT
12722,6930,2,5792,HOME_WORKOUT
11804,10610,1,1194,HOME_WORKOUT
7596,7472,0,124,HOME_WORKOUT
9973,8757,3,1216,HOME_WORKOUT
12538,1202,5,11336,HOME_WORKOUT
7862,3764,6,4098,HOME_WORKOUT
3521,5682,3,-2161,LIGHT_WALK
10949,13424,7,-2475,RECOVERY_DAY
7906,13436,7,-5530,RECOVERY_DAY
14199,5380,1,8819,HOME_WORKOUT
14451,12784,4,1667,HOME_WORKOUT
11797,4280,5,7517,HOME_WORKOUT
7086,8568,5,-1482,HOME_WORKOUT
2294,9451,5,-7157,LIGHT_WALK
14479,5359,7,9120,HOME_WORKOUT
13994,5212,2,8782,HOME_WORKOUT
9581,3083,5,6498,HOME_WORKOUT
1025,1250,6,-225,LIGHT_WALK
4224,3750,1,474,MODERATE_WALK
14316,9648,3,4668,HOME_WORKOUT
13107,1348,1,11759,HOME_WORKOUT
4332,2904,4,1428,MODERATE_WALK
732,10320,7,-9588,LIGHT_WALK
1589,6951,2,-5362,LIGHT_WALK
4576,13805,4,-9229,LIGHT_WALK
2829,9986,0,-7157,LIGHT_WALK
5535,3127,1,2408,MODERATE_WALK
6274,8417,1,-2143,LIGHT_WALK
14025,10168,6,3857,RECOVERY_DAY
9110,8724,7,386,HOME_WORKOUT
12864,1546,0,11318,HOME_WORKOUT
9719,5015,1,4704,HOME_WORKOUT
2880,4985,2,-2105,LIGHT_WALK
7405,7681,7,-276,HOME_WORKOUT
8456,10075,4,-1619,HOME_WORKOUT
2285,11810,7,-9525,LIGHT_WALK
6984,5445,0,1539,MODERATE_WALK
13468,3953,3,9515,HOME_WORKOUT
3328,1573,0,1755,MODERATE_WALK
11478,5221,7,6257,HOME_WORKOUT
6706,6481,6,225,MODERATE_WALK
11181,6619,7,4562,HOME_WORKOUT
2304,10660,5,-8356,LIGHT_WALK
9719,11059,3,-1340,HOME_WORKOUT
4586,7587,7,-3001,LIGHT_WALK
14965,10148,0,4817,HOME_WORKOUT
4470,6996,2,-2526,LIGHT_WALK
8620,1228,1,7392,HOME_WORKOUT
10169,13683,7,-3514,RECOVERY_DAY
1205,1881,0,-676,LIGHT_WALK
11213,6486,5,4727,HOME_WORKOUT
14804,11252,4,3552,HOME_WORKOUT
9489,12521,7,-3032,RECOVERY_DAY
14991,9059,4,5932,HOME_WORKOUT
2895,11028,0,-8133,LIGHT_WALK
14839,2116,4,12723,HOME_WORKOUT
5696,9745,3,-4049,LIGHT_WALK
1558,10653,1,-9095,LIGHT_WALK
1136,10188,3,-9052,LIGHT_WALK
9736,10928,6,-1192,RECOVERY_DAY
5541,10560,3,-5019,LIGHT_WALK
13885,2522,6,11363,HOME_WORKOUT
13290,8328,0,4962,HOME_WORKOUT
12275,13598,7,-1323,RECOVERY_DAY
551,6808,5,-6257,LIGHT_WALK
4348,11211,4,-6863,LIGHT_WALK
8457,4191,2,4266,HOME_WORKOUT
1600,6766,1,-5166,LIGHT_WALK
6986,3810,2,3176,MODERATE_WALK
14562,2134,0,12428,HOME_WORKOUT
14753,7399,7,7354,HOME_WORKOUT
8162,13531,1,-5369,HOME_WORKOUT
5714,11740,2,-6026,LIGHT_WALK
14035,8031,2,6004,HOME_WORKOUT
9739,6723,5,3016,HOME_WORKOUT
6853,13633,3,-6780,LIGHT_WALK
13429,6150,6,7279,HOME_WORKOUT
8657,10429,2,-1772,HOME_WORKOUT
13483,13457,0,26,HOME_WORKOUT
13613,13884,3,-271,HOME_WORKOUT
13900,13649,3,251,HOME_WORKOUT
7542,3761,0,3781,HOME_WORKOUT
10263,7596,3,2667,HOME_WORKOUT
7827,10041,6,-2214,RECOVERY_DAY
3879,7687,0,-3808,LIGHT_WALK
7898,3143,5,4755,HOME_WORKOUT
5228,11023,7,-5795,LIGHT_WALK
9948,7946,2,2002,HOME_WORKOUT
3147,9813,3,-6666,LIGHT_WALK
3842,10722,4,-6880,LIGHT_WALK
6145,12998,1,-6853,LIGHT_WALK
5911,3036,4,2875,MODERATE_WALK
12247,10915,1,1332,HOME_WORKOUT
5766,1918,4,3848,MODERATE_WALK
14474,8800,3,5674,HOME_WORKOUT
3708,8213,7,-4505,LIGHT_WALK
2897,8788,3,-5891,LIGHT_WALK
8458,11879,6,-3421,RECOVERY_DAY
2820,11413,6,-8593,LIGHT_WALK
1514,10908,6,-9394,LIGHT_WALK
8027,2256,1,5771,HOME_WORKOUT
10792,1019,2,9773,HOME_WORKOUT
9113,3443,7,5670,HOME_WORKOUT
6099,8560,2,-2461,LIGHT_WALK
13227,12149,6,1078,RECOVERY_DAY
12168,11323,4,845,HOME_WORKOUT
11673,2324,2,9349,HOME_WORKOUT
3382,10595,4,-7213,LIGHT_WALK
3993,4663,7,-670,MODERATE_WALK
1637,4753,5,-3116,LIGHT_WALK
10307,2163,6,8144,HOME_WORKOUT
13597,11857,1,1740,HOME_WORKOUT
3951,3792,4,159,MODERATE_WALK
12268,8697,4,3571,HOME_WORKOUT
11920,7621,7,4299,HOME_WORKOUT
11070,11606,7,-536,RECOVERY_DAY
7454,10086,3,-2632,HOME_WORKOUT
1180,5289,2,-4109,LIGHT_WALK
14591,9932,2,4659,HOME_WORKOUT
567,8426,6,-7859,LIGHT_WALK
13081,10352,3,2729,HOME_WORKOUT
519,2642,0,-2123,LIGHT_WALK
4769,8753,2,-3984,LIGHT_WALK
3961,1949,3,2012,MODERATE_WALK
5353,5754,7,-401,MODERATE_WALK
14785,6284,7,8501,HOME_WORKOUT
9598,10833,4,-1235,HOME_WORKOUT
11724,4839,4,6885,HOME_WORKOUT
13507,9210,0,4297,HOME_WORKOUT
2411,1732,6,679,LIGHT_WALK
12350,13168,1,-818,HOME_WORKOUT
4313,1667,1,2646,MODERATE_WALK
7204,13158,3,-5954,HOME_WORKOUT
8677,13754,3,-5077,HOME_WORKOUT
5643,11322,1,-5679,LIGHT_WALK
904,5087,6,-4183,LIGHT_WALK
2115,2883,2,-768,LIGHT_WALK
4896,11718,7,-6822,LIGHT_WALK
11721,10950,0,771,HOME_WORKOUT
3505,11365,2,-7860,LIGHT_WALK
6854,8656,1,-1802,LIGHT_WALK
12821,8611,7,4210,HOME_WORKOUT
11252,12446,7,-1194,RECOVERY_DAY
2277,2319,7,-42,LIGHT_WALK
4495,5094,3,-599,MODERATE_WALK
880,3811,7,-2931,LIGHT_WALK
3676,10626,6,-6950,LIGHT_WALK
14045,2820,5,11225,HOME_WORKOUT
2162,11009,5,-8847,LIGHT_WALK
11075,5991,4,5084,HOME_WORKOUT
792,10546,3,-9754,LIGHT_WALK
11142,12703,3,-1561,HOME_WORKOUT
6746,1172,7,5574,MODERATE_WALK
8351,5231,7,3120,HOME_WORKOUT
6435,11570,3,-5135,LIGHT_WALK
12638,12389,1,249,HOME_WORKOUT
5511,10267,4,-4756,LIGHT_WALK
9106,7495,4,1611,HOME_WORKOUT
8160,1726,0,6434,HOME_WORKOUT
6587,12135,3,-5548,LIGHT_WALK
13005,10182,1,2823,HOME_WORKOUT
12589,3426,6,9163,HOME_WORKOUT
7365,6374,4,991,HOME_WORKOUT
10019,13815,4,-3796,HOME_WORKOUT
3988,10656,6,-6668,LIGHT_WALK
14279,13017,3,1262,HOME_WORKOUT
862,5746,7,-4884,LIGHT_WALK
2359,9053,3,-6694,LIGHT_WALK
1631,12440,1,-10809,LIGHT_WALK
6584,10814,3,-4230,LIGHT_WALK
14039,2944,7,11095,HOME_WORKOUT
11146,13465,0,-2319,HOME_WORKOUT
10846,2493,0,8353,HOME_WORKOUT
10883,11921,1,-1038,HOME_WORKOUT
1676,4307,3,-2631,LIGHT_WALK
4501,1609,6,2892,MODERATE_WALK
7458,3939,1,3519,HOME_WORKOUT
14156,5900,7,8256,HOME_WORKOUT
14561,5106,1,9455,HOME_WORKOUT
6004,10108,0,-4104,LIGHT_WALK
3889,5545,0,-1656,LIGHT_WALK
2392,4519,0,-2127,LIGHT_WALK
725,5021,1,-4296,LIGHT_WALK
2936,3110,2,-174,LIGHT_WALK
8273,3908,1,4365,HOME_WORKOUT
5905,3521,4,2384,MODERATE_WALK
824,2483,4,-1659,LIGHT_WALK
6805,7681,6,-876,MODERATE_WALK
874,11233,6,-10359,LIGHT_WALK
6072,7995,4,-1923,LIGHT_WALK
13169,8432,3,4737,HOME_WORKOUT
9725,9043,7,682,RECOVERY_DAY
6546,3063,3,3483,MODERATE_WALK
4108,10797,3,-6689,LIGHT_WALK
12425,9865,7,2560,RECOVERY_DAY
1132,10791,7,-9659,LIGHT_WALK
9463,5860,5,3603,HOME_WORKOUT
2926,9921,4,-6995,LIGHT_WALK
10179,1571,1,8608,HOME_WORKOUT
2942,8528,7,-5586,LIGHT_WALK
3332,13629,7,-10297,LIGHT_WALK
14811,6528,0,8283,HOME_WORKOUT
11709,10982,5,727,RECOVERY_DAY
5386,11103,0,-5717,LIGHT_WALK
3043,11026,4,-7983,LIGHT_WALK
612,2167,2,-1555,LIGHT_WALK
8992,8897,4,95,HOME_WORKOUT
11067,4894,1,6173,HOME_WORKOUT
793,4402,0,-3609,LIGHT_WALK
2484,13655,0,-11171,LIGHT_WALK
8048,3641,5,4407,HOME_WORKOUT
2304,12058,4,-9754,LIGHT_WALK
7210,3449,5,3761,HOME_WORKOUT
1699,6687,3,-4988,LIGHT_WALK
6396,2495,3,3901,MODERATE_WALK
14781,1203,0,13578,HOME_WORKOUT
10468,2618,7,7850,HOME_WORKOUT
3024,9513,7,-6489,LIGHT_WALK
12105,9667,0,2438,HOME_WORKOUT
9923,2873,6,7050,HOME_WORKOUT
998,2461,3,-1463,LIGHT_WALK
5105,11999,1,-6894,LIGHT_WALK
5416,2607,4,2809,MODERATE_WALK
14774,8036,6,6738,HOME_WORKOUT
7752,10914,7,-3162,RECOVERY_DAY
12022,1118,6,10904,HOME_WORKOUT
14535,11441,5,3094,RECOVERY_DAY
8263,3466,1,4797,HOME_WORKOUT
12768,12024,0,744,HOME_WORKOUT
3625,4438,1,-813,MODERATE_WALK
13467,4814,7,8653,HOME_WORKOUT
2178,10589,2,-8411,LIGHT_WALK
5051,5102,0,-51,MODERATE_WALK
14024,12516,0,1508,HOME_WORKOUT
12251,11934,3,317,HOME_WORKOUT
5802,10291,7,-4489,LIGHT_WALK
12798,10216,0,2582,HOME_WORKOUT
3038,11291,4,-8253,LIGHT_WALK
4136,7381,2,-3245,LIGHT_WALK
2247,7202,3,-4955,LIGHT_WALK
10736,1346,1,9390,HOME_WORKOUT
5997,5056,1,941,MODERATE_WALK
9180,4588,5,4592,HOME_WORKOUT
4440,12993,4,-8553,LIGHT_WALK
3985,2979,7,1006,MODERATE_WALK
7372,3276,6,4096,HOME_WORKOUT
9296,8831,4,465,HOME_WORKOUT
8266,13924,3,-5658,HOME_WORKOUT
2541,9016,1,-6475,LIGHT_WALK
10885,1029,6,9856,HOME_WORKOUT
4780,4423,0,357,MODERATE_WALK
11537,10624,2,913,HOME_WORKOUT
2903,4391,2,-1488,LIGHT_WALK
11517,11791,2,-274,HOME_WORKOUT
8652,9348,3,-696,HOME_WORKOUT
13864,4991,7,8873,HOME_WORKOUT
2823,7160,2,-4337,LIGHT_WALK
5345,2158,1,3187,MODERATE_WALK
9593,8593,0,1000,HOME_WORKOUT
4754,8514,7,-3760,LIGHT_WALK
4161,12565,5,-8404,LIGHT_WALK
14361,12471,4,1890,HOME_WORKOUT
5372,13765,6,-8393,LIGHT_WALK
1456,13671,5,-12215,LIGHT_WALK
7768,13910,0,-6142,HOME_WORKOUT
12374,4534,1,7840,HOME_WORKOUT
6470,7164,7,-694,MODERATE_WALK
5673,5504,7,169,MODERATE_WALK
3103,4037,7,-934,MODERATE_WALK
2984,1705,4,1279,LIGHT_WALK
14317,13531,3,786,HOME_WORKOUT
12851,11819,2,1032,HOME_WORKOUT
10590,11197,0,-607,HOME_WORKOUT
647,4745,4,-4098,LIGHT_WALK
3296,5137,6,-1841,LIGHT_WALK
6103,12187,4,-6084,LIGHT_WALK
13932,10636,3,3296,HOME_WORKOUT
12433,10722,5,1711,RECOVERY_DAY
11573,10161,0,1412,HOME_WORKOUT
6817,4907,6,1910,MODERATE_WALK
12398,9268,0,3130,HOME_WORKOUT
5891,4452,0,1439,MODERATE_WALK
12704,8314,1,4390,HOME_WORKOUT
4109,2639,3,1470,MODERATE_WALK
14621,9476,7,5145,RECOVERY_DAY
5176,10642,1,-5466,LIGHT_WALK
9783,4384,6,5399,HOME_WORKOUT
14064,6689,3,7375,HOME_WORKOUT
1339,8071,1,-6732,LIGHT_WALK
526,7753,1,-7227,LIGHT_WALK
12320,2814,2,9506,HOME_WORKOUT
4585,9045,7,-4460,LIGHT_WALK
6336,1671,7,4665,MODERATE_WALK
7374,4043,5,3331,HOME_WORKOUT
4048,4233,2,-185,MODERATE_WALK
8556,7770,7,786,HOME_WORKOUT
11024,8646,0,2378,HOME_WORKOUT
1371,12942,5,-11571,LIGHT_WALK
10256,5789,6,4467,HOME_WORKOUT
4710,8684,3,-3974,LIGHT_WALK
5273,4526,5,747,MODERATE_WALK
6256,12952,0,-6696,LIGHT_WALK
12400,12669,0,-269,HOME_WORKOUT
1764,5742,3,-3978,LIGHT_WALK
14270,9270,7,5000,RECOVERY_DAY
2994,4833,6,-1839,LIGHT_WALK
6956,1685,2,5271,MODERATE_WALK
12169,4736,3,7433,HOME_WORKOUT
8860,9493,1,-633,HOME_WORKOUT
10483,3553,0,6930,HOME_WORKOUT
2940,10569,3,-7629,LIGHT_WALK
3828,10521,4,-6693,LIGHT_WALK
11268,2417,0,8851,HOME_WORKOUT
14018,12873,6,1145,RECOVERY_DAY
7674,12672,1,-4998,HOME_WORKOUT
14797,11855,4,2942,HOME_WORKOUT
13165,1909,0,11256,HOME_WORKOUT
2356,2192,5,164,LIGHT_WALK
9221,1376,5,7845,HOME_WORKOUT
8999,3486,7,5513,HOME_WORKOUT
12544,12904,5,-360,RECOVERY_DAY
10530,13713,6,-3183,RECOVERY_DAY
12873,6171,7,6702,HOME_WORKOUT
2888,5294,3,-2406,LIGHT_WALK
13554,11812,7,1742,RECOVERY_DAY
1543,2855,3,-1312,LIGHT_WALK
6654,13050,3,-6396,LIGHT_WALK
6010,3747,0,2263,MODERATE_WALK
9702,1425,0,8277,HOME_WORKOUT
4669,5765,1,-1096,MODERATE_WALK
3776,8652,2,-4876,LIGHT_WALK
12218,5931,3,6287,HOME_WORKOUT
13234,7092,4,6142,HOME_WORKOUT
12284,11030,1,1254,HOME_WORKOUT
10285,5409,1,4876,HOME_WORKOUT
7455,13822,3,-6367,HOME_WORKOUT
1852,13049,0,-11197,LIGHT_WALK
1964,9294,4,-7330,LIGHT_WALK
9278,11469,2,-2191,HOME_WORKOUT
1292,3286,1,-1994,LIGHT_WALK
7808,12590,6,-4782,RECOVERY_DAY
11584,6298,4,5286,HOME_WORKOUT
4417,5292,3,-875,MODERATE_WALK
9025,11488,7,-2463,RECOVERY_DAY
5898,9953,1,-4055,LIGHT_WALK
10424,11948,0,-1524,HOME_WORKOUT
8889,6953,2,1936,HOME_WORKOUT
5531,3315,6,2216,MODERATE_WALK
6096,9950,5,-3854,LIGHT_WALK
1900,11277,3,-9377,LIGHT_WALK
10776,1413,5,9363,HOME_WORKOUT
7422,11434,6,-4012,RECOVERY_DAY
9405,5351,5,4054,HOME_WORKOUT
4122,3222,3,900,MODERATE_WALK
9124,8833,7,291,HOME_WORKOUT
2178,3002,0,-824,LIGHT_WALK
2758,12613,4,-9855,LIGHT_WALK
1355,10368,0,-9013,LIGHT_WALK
10589,8509,2,2080,HOME_WORKOUT
8692,8402,4,290,HOME_WORKOUT
5868,7417,3,-1549,LIGHT_WALK
13049,10919,6,2130,RECOVERY_DAY
9295,11395,1,-2100,HOME_WORKOUT
14054,1915,2,12139,HOME_WORKOUT
14330,3115,7,11215,HOME_WORKOUT
10607,12984,1,-2377,HOME_WORKOUT
7567,5686,7,1881,HOME_WORKOUT
6847,5926,2,921,MODERATE_WALK
3203,13943,2,-10740,LIGHT_WALK
14255,3440,1,10815,HOME_WORKOUT
3392,6735,2,-3343,LIGHT_WALK
2464,9749,2,-7285,LIGHT_WALK
6659,1452,6,5207,MODERATE_WALK
11756,1544,6,10212,HOME_WORKOUT
12520,1395,4,11125,HOME_WORKOUT
8477,9924,3,-1447,HOME_WORKOUT
6032,10498,1,-4466,LIGHT_WALK
8457,3456,0,5001,HOME_WORKOUT
7349,7587,7,-238,HOME_WORKOUT
2287,10270,5,-7983,LIGHT_WALK
5470,10835,5,-5365,LIGHT_WALK
11563,7634,1,3929,HOME_WORKOUT
3632,1162,2,2470,MODERATE_WALK
13733,12881,4,852,HOME_WORKOUT
2027,12977,4,-10950,LIGHT_WALK
1473,3323,2,-1850,LIGHT_WALK
5849,8031,7,-2182,LIGHT_WALK
7674,9842,7,-2168,RECOVERY_DAY
2435,13629,7,-11194,LIGHT_WALK
2414,9749,7,-7335,LIGHT_WALK
754,7931,2,-7177,LIGHT_WALK
14910,2886,7,12024,HOME_WORKOUT
